"proj_id","risk_spectrum","spec_code","proj_retail_type"
"M0722_2551","","FIF,SPF","R"
"M0722_2558","","FIF,SPF","H"
"M0723_2555","","SPF","R"
"M0723_2566","","","R"
"M0725_2555","","SPF","R"
"M0725_2566","","","R"
"M0726_2555","","FIF,SPF","R"
"M0727_2555","","CPF","R"
"M0727_2562","","","R"
"M0727_2565","","","B"
"M0728_2557","","FIF,SPF","H"
"M0728_2562","","","R"
"M0729_2556","","FIF,SPF","H"
"M0729_2557","","SPF","R"
"M0730_2556","","CPF","R"
"M0731_2556","","FIF,SPF","R"
"M0731_2557","","FIF,SPF","H"
"M0732_2557","","FIF,SPF","H"
"M0732_2558","","FIF,SPF","R"
"M0732_2565","","","R"
"M0733_2551","","FIF,SPF","R"
"M0733_2562","","","R"
"M0734_2565","","","B"
"M0736_2554","","CPF","R"
"M0736_2557","","FIF","R"
"M0738_2553","","","R"
"M0738_2556","","IND,RMF","R"
"M0741_2550","","SPF","R"
"M0744_2556","","CPF","R"
"M0745_2556","","FIF,SPF","H"
"M0745_2565","","","R"
"M0746_2556","","SPF","R"
"M0747_2556","","FIF,SPF","R"
"M0748_2554","","CPF","R"
"M0748_2556","","FIF,SPF","R"
"M0748_2558","","FIF,SPF","R"
"M0748_2566","","","R"
"M0749_2553","","SPF","R"
"M0753_2555","","CPF","R"
"M0754_2557","","FIF,SPF","H"
"M0754_2558","","FIF,SPF","R"
"M0755_2555","","FIF,SPF","R"
"M0755_2557","","FIF,SPF","H"
"M0755_2566","","","R"
"M0756_2555","","SPF","R"
"M0756_2557","","CPF,SPF","R"
"M0757_2555","","FIF,SPF","R"
"M0757_2556","","FIF,SPF","H"
"M0757_2557","","FIF,SPF","H"
"M0758_2553","","FIF","R"
"M0758_2556","","FIF,SPF","H"
"M0758_2557","","FIF,SPF","H"
"M0759_2556","","FIF,SPF","H"
"M0759_2557","","SPF","R"
"M0760_2554","","CPF,FIF","R"
"M0760_2556","","FIF,SPF","H"
"M0760_2558","","FIF,SPF","H"
"M0762_2546","","",""
"M0762_2554","","CPF","R"
"M0764_2553","","SPF","R"
"M0764_2566","","","R"
"M0767_2558","","FIF,SPF","H"
"M0767_2565","","FED,SE","R"
"M0768_2556","","CPF","R"
"M0769_2556","","SPF","R"
"M0770_2554","","FIF,SPF","R"
"M0770_2556","","FIF,SPF","R"
"M0771_2556","","FIF,SPF","R"
"M0773_2546","","",""
"M0774_2555","","FIF,SPF","R"
"M0774_2558","","FIF,SPF","H"
"M0775_2555","","FIF,SPF","R"
"M0776_2557","","FIF,SPF","H"
"M0777_2557","","SPF","R"
"M0777_2565","","","R"
"M0778_2546","","",""
"M0778_2555","","CPF","R"
"M0778_2557","","FIF,SPF","H"
"M0779_2554","","CPF,FIF","R"
"M0779_2555","","FIF,SPF","R"
"M0780_2556","","SPF","R"
"M0781_2554","","CPF","R"
"M0788_2548","","",""
"M0788_2553","","SPF","R"
"M0791_2554","","FIF,SPF","R"
"M0792_2556","","CPF","R"
"M0793_2556","","SPF","R"
"M0794_2556","","FIF,SPF","R"
"M0794_2566","","","R"
"M0796_2554","","CPF","R"
"M0796_2566","","","R"
"M0797_2554","","CPF","R"
"M0798_2555","","CPF","R"
"M0798_2557","","FED","R"
"M0799_2555","","FIF,SPF","R"
"M0799_2556","","CPF","R"
"M0799_2566","","IND,TESG","R"
"M0800_2555","","FIF,SPF","R"
"M0800_2556","","SPF","R"
"M0801_2556","","FIF,SPF","R"
"M0802_2553","","SPF","R"
"M0802_2556","","FIF,SPF","R"
"M0811_2557","","SPF","R"
"M0812_2554","","SPF","R"
"M0812_2557","","FIF,SPF","H"
"M0813_2554","","CPF,FIF","R"
"M0816_2556","","CPF","R"
"M0817_2556","","SPF","R"
"M0818_2556","","FIF,SPF","R"
"M0819_2553","","SPF","R"
"M0819_2556","","FIF,SPF","R"
"M0820_2555","","SPF","R"
"M0821_2555","","FIF,SPF","R"
"M0822_2555","","CPF","R"
"M0823_2554","","SPF","R"
"M0824_2566","","","R"
"M0825_2555","","FIF,GF","R"
"M0826_2554","","CPF","R"
"M0830_2553","","SPF","R"
"M0832_2548","","",""
"M0832_2557","","SPF","R"
"M0833_2555","","CPF","R"
"M0833_2557","","FIF,SPF","H"
"M0834_2555","","SPF","R"
"M0835_2555","","FIF,SPF","R"
"M0836_2557","","FIF,SPF","H"
"M0837_2553","","SPF","R"
"M0837_2557","","FIF,SPF","H"
"M0839_2554","","SPF","R"
"M0841_2553","","SPF","R"
"M0842_2554","","CPF","R"
"M0844_2556","","CPF","R"
"M0845_2556","","SPF","R"
"M0846_2556","","FIF,SPF","R"
"M0847_2556","","FIF,SPF","R"
"M0848_2556","","FIF,SPF","H"
"M0850_2555","","CPF","R"
"M0851_2554","","CPF","R"
"M0851_2555","","SPF","R"
"M0854_2547","","",""
"M0854_2557","","SPF","R"
"M0855_2547","","",""
"M0855_2557","","FIF,SPF","H"
"M0856_2557","","FIF,SPF","H"
"M0859_2553","","FIF","R"
"M0860_2554","","FIF,SPF","R"
"M0861_2553","","FED,RMF","R"
"M0861_2554","","CPF","R"
"M0861_2556","","CPF","R"
"M0862_2556","","SPF","R"
"M0863_2556","","FIF,SPF","R"
"M0864_2556","","FIF,SPF","H"
"M0865_2556","","FIF,SPF","R"
"M0866_2548","","",""
"M0867_2548","","LTF","R"
"M0867_2566","","","R"
"M0869_2555","","FIF,SPF","R"
"M0871_2554","","CPF","R"
"M0872_2555","","FIF,SPF","R"
"M0873_2554","","SPF","R"
"M0875_2555","","FIF,SPF","R"
"M0875_2566","","","R"
"M0876_2553","","FIF","R"
"M0876_2555","","CPF","R"
"M0877_2553","","SPF","R"
"M0877_2555","","SPF","R"
"M0877_2556","","CPF","R"
"M0878_2556","","SPF","R"
"M0879_2556","","FIF,SPF","R"
"M0880_2548","","",""
"M0881_2548","","",""
"M0882_2556","","FIF,SPF","R"
"M0883_2554","","CPF","R"
"M0884_2547","","","R"
"M0886_2554","","SPF","R"
"M0891_2553","","SPF","R"
"M0892_2566","","","R"
"M0895_2548","RS4","","N"
"M0898_2554","","GF,SPF","R"
"M0900_2554","","CPF","R"
"M0901_2555","","CPF","R"
"M0902_2555","","SPF","R"
"M0903_2555","","FIF,SPF","R"
"M0904_2553","","","R"
"M0904_2554","","FIF,SPF","R"
"M0904_2555","","FIF,SPF","R"
"M0904_2556","","FIF,SPF","R"
"M0905_2556","","SPF","R"
"M0912_2555","","CPF","R"
"M0913_2555","","SPF","R"
"M0914_2555","","FIF,SPF","R"
"M0918_2553","","SPF","R"
"M0920_2553","","","R"
"M0920_2554","","CPF","R"
"M0922_2554","","FIF,SPF","R"
"M0929_2554","","SPF","R"
"M0929_2555","","SPF","R"
"M0929_2566","","","R"
"M0930_2554","","CPF","R"
"M0930_2555","","FIF,SPF","R"
"M0930_2566","","","R"
"M0931_2555","","CPF","R"
"M0931_2566","","","R"
"M0934_2553","","SPF","R"
"M0934_2556","","CPF","R"
"M0935_2556","","SPF","R"
"M0936_2547","RS4","","N"
"M0936_2556","","FIF,SPF","R"
"M0937_2556","","FIF,SPF","R"
"M0939_2555","","FIF,SPF","R"
"M0940_2555","","FIF,SPF","R"
"M0941_2555","","FIF,SPF","R"
"M0949_2554","","SPF","R"
"M0950_2554","","SPF","R"
"M0951_2554","","CPF","R"
"M0956_2554","","FIF,SPF","R"
"M0958_2553","","SPF","R"
"M0959_2555","","CPF","R"
"M0960_2547","","",""
"M0960_2555","","SPF","R"
"M0961_2555","","SPF","R"
"M0963_2547","","",""
"M0964_2556","","CPF","R"
"M0965_2556","","SPF","R"
"M0966_2553","","","R"
"M0966_2556","","FIF,SPF","R"
"M0967_2553","","","R"
"M0969_2554","","FIF,SPF","R"
"M0971_2555","","FIF,SPF","R"
"M0972_2554","","CPF","R"
"M0972_2555","","FIF,SPF","R"
"M0973_2555","","FIF,SPF","R"
"M0974_2555","","CPF","R"
"M0975_2553","","SPF","R"
"M0981_2556","","SPF","R"
"M0982_2554","","CPF","R"
"M0986_2556","","FIF,SNF,SPF","H"
"M0987_2556","","FIF,SPF","H"
"M0988_2553","","","R"
"M0988_2554","","SPF","R"
"M0988_2556","","SPF","R"
"M0990_2555","","CPF","R"
"M0991_2555","","FIF,SPF","R"
"M0992_2555","","SPF","R"
"M0993_2555","","SPF","R"
"M0996_2553","","SPF","R"
"M0999_2555","","CPF","R"
"M1000_2555","","SPF","R"
"M1001_2555","","SPF","R"
"M1006_2555","","CPF","R"
"M1007_2555","","SPF","R"
"M1008_2555","","FIF,SPF","R"
"M1026_2553","","","R"
"M1038_2553","","","R"
"M1041_2553","","SPF","R"
"M1072_2557","","SPF","R"
"M1073_2557","","FIF,SPF","H"
"M1092_2557","","FIF,SPF","H"
"M1093_2557","","SPF","R"
"M1109_2557","","FIF,SPF","H"
"M1110_2557","","FIF,SPF","H"
"M1111_2557","","SPF","R"
"M1132_2557","","SPF","R"
"M1133_2557","","FIF,SPF","H"
"M1134_2557","","SPF","H"
"M1144_2557","","SPF","R"
"M1145_2557","","SPF","H"
"M1146_2557","","FIF,SPF","H"
"M1163_2557","","SPF","H"
"M1164_2557","","SPF","R"
"M1165_2557","","SPF","H"
"M1168_2557","","FED","R"
"M1185_2557","","SPF","H"
"M1186_2557","","SPF","H"
"M1188_2557","","SPF","R"
"M1197_2557","","SPF","H"
"M1198_2557","","SPF","R"
"M1209_2557","","SPF","R"
"M1211_2557","","SPF","H"
"M1212_2557","","SPF","H"
"M1224_2557","","SPF","R"
"M1225_2557","","SPF","H"
"M1226_2557","","SPF","H"
"M1227_2557","","FIF,SPF","H"
"M1240_2557","","SPF","H"
"M1248_2557","","FIF,SPF","H"
"M1261_2557","","FED,IND","R"
"M1262_2557","","SPF","R"
"M1263_2557","","SPF","H"
